bay tl sex annuli age yearsold
CharlotteHarbor 370 F 2  1 1.805
CharlotteHarbor 346 F 2  1 1.805
CharlotteHarbor 365 F 1  1 1.805
CharlotteHarbor 364 F 2  1 1.805
CharlotteHarbor 334 F 1  1 1.805
CharlotteHarbor 337 F 2  1 1.805
CharlotteHarbor 315 F 1  1 1.805
CharlotteHarbor 350 F 2  1 1.805
CharlotteHarbor 342 F 2  1 1.805
IndianRiver     329 F 2  1 1.805
CharlotteHarbor 370 F 2  1 1.805
CharlotteHarbor 376 F 1  1 1.805
CharlotteHarbor 309 F 1  0 0.805
CharlotteHarbor 425 F 2  1 1.805
CharlotteHarbor 360 F 2  1 1.805
CharlotteHarbor 442 F 4  3 3.805
CharlotteHarbor 486 F 2  2 2.805
CharlotteHarbor 360 F 2  1 1.805
CharlotteHarbor 352 F 1  1 1.805
CharlotteHarbor 295 F 1  1 1.805
CharlotteHarbor 340 F 2  1 1.805
CharlotteHarbor 406 F 2  1 1.805
CharlotteHarbor 425 F 2  1 1.805
CharlotteHarbor 355 F 1  1 1.805
CharlotteHarbor 520 F 4  3 3.805
CharlotteHarbor 400 F 3  2 2.805
CharlotteHarbor 495 F 3  2 2.805
CharlotteHarbor 500 F 3  2 2.805
CharlotteHarbor 400 F 1  1 1.805
CharlotteHarbor 413 F 2  1 1.805
CharlotteHarbor 465 F 3  2 2.805
CharlotteHarbor 405 F 2  1 1.805
IndianRiver     755 F 4  3 3.854
IndianRiver     478 F 2  1 1.854
IndianRiver     331 F 0  0 0.854
IndianRiver     322 F 1  0 0.854
IndianRiver     364 F 2  1 1.854
IndianRiver     330 F 1  0 0.854
IndianRiver     292 F 1  0 0.854
IndianRiver     330 F 2  1 1.854
IndianRiver     498 F 2  1 1.854
IndianRiver     329 F 1  0 0.854
IndianRiver     325 F 1  0 0.854
IndianRiver     441 F 2  1 1.854
IndianRiver     342 F 2  1 1.854
IndianRiver     287 F 1  0 0.854
IndianRiver     422 F 2  1 1.854
IndianRiver     405 F 2  1 1.854
IndianRiver     292 F 1  0 0.854
IndianRiver     315 F 2  1 1.854
IndianRiver     347 F 2  1 1.854
IndianRiver     344 F 2  1 1.854
IndianRiver     365 F 2  1 1.854
IndianRiver     380 F 2  1 1.854
IndianRiver     339 F 2  1 1.854
IndianRiver     567 F 2  1 1.854
IndianRiver     724 F 5  4 4.854
IndianRiver     685 F 4  3 3.854
IndianRiver     509 F 3  2 2.854
IndianRiver     413 F 2  1 1.854
IndianRiver     475 F 2  1 1.854
IndianRiver     552 F 3  2 2.854
IndianRiver     477 F 2  1 1.854
IndianRiver     318 F 1  0 0.854
IndianRiver     355 F 2  1 1.854
IndianRiver     424 F 2  1 1.854
IndianRiver     440 F 2  1 1.854
IndianRiver     648 F 4  3 3.854
IndianRiver     622 F 3  2 2.854
IndianRiver     747 F 5  4 4.854
IndianRiver     695 F 4  3 3.854
IndianRiver     708 F 4  3 3.854
IndianRiver     600 F 3  2 2.854
IndianRiver     642 F 4  3 3.854
IndianRiver     680 F 3  2 2.854
IndianRiver     394 F 2  1 1.854
IndianRiver     405 F 2  1 1.854
IndianRiver     450 F 2  1 1.854
IndianRiver     517 F 2  1 1.854
IndianRiver     460 F 2  1 1.854
IndianRiver     422 F 2  1 1.854
IndianRiver     609 F 4  3 3.854
IndianRiver     375 F 2  1 1.854
IndianRiver     422 F 2  1 1.854
IndianRiver     525 F 2  1 1.854
IndianRiver     475 F 2  1 1.854
IndianRiver     494 F 3  2 2.854
IndianRiver     427 F 2  1 1.854
IndianRiver     464 F 2  1 1.854
IndianRiver     392 F 2  1 1.854
IndianRiver     562 F 3  2 2.854
IndianRiver     463 F 2  1 1.854
IndianRiver     372 F 2  1 1.854
IndianRiver     457 F 2  1 1.857
IndianRiver     515 F 2  1 1.857
IndianRiver     555 F 3  2 2.857
IndianRiver     564 F 3  2 2.857
IndianRiver     504 F 3  2 2.857
IndianRiver     517 F 3  2 2.857
IndianRiver     525 F 4  3 3.857
IndianRiver     574 F 2  1 1.857
IndianRiver     535 F 3  2 2.857
IndianRiver     522 F 2  1 1.857
IndianRiver     510 F 3  2 2.857
IndianRiver     393 F 2  1 1.857
IndianRiver     565 F 3  2 2.857
IndianRiver     580 F 4  3 3.857
IndianRiver     698 F 6  5 5.857
IndianRiver     680 F 3  2 2.857
IndianRiver     410 F 2  1 1.857
IndianRiver     536 F 3  2 2.914
IndianRiver     403 F 2  1 1.914
IndianRiver     354 F 1  0 0.914
IndianRiver     452 F 3  2 2.914
IndianRiver     487 F 2  1 1.914
IndianRiver     537 F 3  2 2.914
IndianRiver     498 F 3  2 2.914
IndianRiver     380 F 2  1 1.914
IndianRiver     434 F 2  1 1.914
IndianRiver     499 F 2  1 1.914
IndianRiver     543 F 3  2 2.914
IndianRiver     429 F 2  1 1.914
IndianRiver     501 F 2  1 1.914
IndianRiver     439 F 2  1 1.914
IndianRiver     411 F 2  1 1.914
IndianRiver     488 F 3  2 2.914
IndianRiver     481 F 3  2 2.914
IndianRiver     532 F 3  2 2.914
IndianRiver     503 F 3  2 2.914
IndianRiver     384 F 3  2 2.914
IndianRiver     404 F 2  1 1.914
IndianRiver     353 F 2  1 1.914
IndianRiver     338 F 2  1 1.914
IndianRiver     403 F 2  1 1.914
IndianRiver     458 F 2  1 1.914
IndianRiver     458 F 2  1 1.914
IndianRiver     512 F 2  1 1.914
IndianRiver     410 F 2  1 1.914
IndianRiver     394 F 2  1 1.917
IndianRiver     447 F 3  2 2.917
IndianRiver     377 F 2  1 1.917
IndianRiver     387 F 2  1 1.917
IndianRiver     471 F 3  2 2.917
IndianRiver     458 F 4  3 3.917
IndianRiver     387 F 3  2 2.917
IndianRiver     364 F 2  1 1.917
IndianRiver     421 F 3  2 2.917
IndianRiver     328 F 2  1 1.917
IndianRiver     308 F 2  1 1.917
IndianRiver     340 F 2  1 1.917
IndianRiver     349 F 2  1 1.917
IndianRiver     347 F 2  1 1.917
IndianRiver     321 F 2  1 1.917
IndianRiver     630 F 4  3 3.917
IndianRiver     629 F 4  3 3.917
IndianRiver     599 F 4  3 3.917
IndianRiver     620 F 5  4 4.917
IndianRiver     603 F 5  4 4.917
IndianRiver     606 F 4  3 3.917
IndianRiver     702 F 5  4 4.917
IndianRiver     597 F 4  3 3.917
IndianRiver     647 F 4  3 3.917
IndianRiver     628 F 5  4 4.917
IndianRiver     649 F 5  4 4.917
IndianRiver     592 F 4  3 3.917
IndianRiver     558 F 5  4 4.917
IndianRiver     554 F 5  4 4.917
IndianRiver     581 F 4  3 3.917
IndianRiver     551 F 3  2 2.917
IndianRiver     622 F 4  3 3.917
IndianRiver     568 F 4  3 3.917
IndianRiver     625 F 6  5 5.917
IndianRiver     629 F 5  4 4.917
IndianRiver     621 F 5  4 4.917
IndianRiver     335 F 1  0 0.917
IndianRiver     331 F 1  0 0.917
IndianRiver     327 F 2  1 1.917
IndianRiver     623 F 3  2 2.917
IndianRiver     673 F 4  3 3.917
IndianRiver     671 F 3  2 2.917
IndianRiver     672 F 4  3 3.917
IndianRiver     527 F 2  1 1.917
IndianRiver     542 F 3  2 2.917
IndianRiver     297 F 1  0 0.917
IndianRiver     801 F 6  5 5.917
IndianRiver     724 F 5  4 4.917
IndianRiver     523 F 3  2 2.917
IndianRiver     503 F 2  1 1.917
IndianRiver     551 F 2  1 1.917
IndianRiver     611 F 3  2 2.917
IndianRiver     653 F 3  2 2.917
IndianRiver     728 F 4  3 3.917
CharlotteHarbor 378 F 2  1 1.936
CharlotteHarbor 386 F 2  1 1.936
CharlotteHarbor 427 F 2  1 1.936
CharlotteHarbor 389 F 2  1 1.936
CharlotteHarbor 387 F 2  1 1.936
CharlotteHarbor 468 F 3  2 2.936
CharlotteHarbor 385 F 2  1 1.936
CharlotteHarbor 408 F 2  1 1.936
CharlotteHarbor 397 F 2  1 1.936
CharlotteHarbor 492 F 3  2 2.936
CharlotteHarbor 382 F 2  1 1.936
CharlotteHarbor 360 F 2  1 1.936
CharlotteHarbor 378 F 2  1 1.936
CharlotteHarbor 341 F 2  1 1.936
CharlotteHarbor 432 F 3  2 2.936
CharlotteHarbor 363 F 2  1 1.936
CharlotteHarbor 357 F 2  1 1.936
CharlotteHarbor 374 F 2  1 1.936
CharlotteHarbor 372 F 2  1 1.936
CharlotteHarbor 346 F 2  1 1.936
CharlotteHarbor 382 F 2  1 1.936
CharlotteHarbor 337 F 2  1 1.936
CharlotteHarbor 422 F 2  1 1.936
CharlotteHarbor 385 F 2  1 1.936
CharlotteHarbor 417 F 2  1 1.936
CharlotteHarbor 357 F 2  1 1.936
CharlotteHarbor 428 F 2  1 1.936
CharlotteHarbor 343 F 2  1 1.936
CharlotteHarbor 409 F 2  1 1.936
CharlotteHarbor 343 F 2  1 1.936
CharlotteHarbor 416 F 2  1 1.936
CharlotteHarbor 422 F 2  1 1.936
CharlotteHarbor 348 F 2  1 1.936
CharlotteHarbor 336 F 2  1 1.936
CharlotteHarbor 411 F 2  1 1.936
CharlotteHarbor 344 F 2  1 1.936
CharlotteHarbor 597 F 5  4 4.936
CharlotteHarbor 337 F 2  1 1.936
CharlotteHarbor 343 F 2  1 1.936
CharlotteHarbor 338 F 2  1 1.936
CharlotteHarbor 522 F 3  2 2.936
CharlotteHarbor 472 F 3  2 2.936
CharlotteHarbor 481 F 3  2 2.936
CharlotteHarbor 455 F 3  2 2.936
CharlotteHarbor 485 F 3  2 2.936
CharlotteHarbor 538 F 4  3 3.936
CharlotteHarbor 470 F 3  2 2.936
CharlotteHarbor 479 F 3  2 2.936
CharlotteHarbor 454 F 2  1 1.936
CharlotteHarbor 516 F 3  2 2.936
CharlotteHarbor 533 F 3  2 2.936
CharlotteHarbor 513 F 3  2 2.936
CharlotteHarbor 426 F 2  1 1.988
CharlotteHarbor 413 F 2  1 1.988
CharlotteHarbor 403 F 2  1 1.988
CharlotteHarbor 377 F 2  1 1.988
CharlotteHarbor 569 F 5  4 4.988
CharlotteHarbor 455 F 2  1 1.988
CharlotteHarbor 482 F 3  2 2.988
CharlotteHarbor 354 F 2  1 1.988
CharlotteHarbor 374 F 3  2 2.988
CharlotteHarbor 401 F 2  1 1.988
CharlotteHarbor 545 F 4  3 3.988
CharlotteHarbor 441 F 2  1 1.988
CharlotteHarbor 378 F 2  1 1.988
CharlotteHarbor 526 F 2  1 1.988
CharlotteHarbor 351 F 2  1 1.988
CharlotteHarbor 498 F 3  2 2.988
CharlotteHarbor 354 F 2  1 1.988
CharlotteHarbor 380 F 2  1 1.988
CharlotteHarbor 577 F 4  3 3.988
CharlotteHarbor 409 F 2  1 1.988
CharlotteHarbor 374 F 2  1 1.988
CharlotteHarbor 411 F 2  1 1.988
CharlotteHarbor  NA F 3  2 2.988
CharlotteHarbor 441 F 2  1 1.988
CharlotteHarbor 441 F 2  1 1.988
CharlotteHarbor 342 F 2  1 1.988
CharlotteHarbor 337 F 2  1 1.988
CharlotteHarbor 474 F 3  2 2.988
CharlotteHarbor 396 F 3  2 2.988
CharlotteHarbor 355 F 2  1 1.988
CharlotteHarbor 409 F 2  1 1.988
CharlotteHarbor 472 F 4  3 3.988
CharlotteHarbor 327 F 2  1 1.988
CharlotteHarbor 286 F 1  0 0.988
CharlotteHarbor 521 F 3  2 2.988
CharlotteHarbor 311 F 1  0 0.988
CharlotteHarbor 322 F 2  1 1.988
CharlotteHarbor 343 F 2  1 1.988
CharlotteHarbor 322 F 2  1 1.988
CharlotteHarbor 309 F 1  0 0.988
CharlotteHarbor 321 F 1  0 0.988
CharlotteHarbor 294 F 1  0 0.988
CharlotteHarbor 348 F 2  1 1.988
CharlotteHarbor 544 F 4  3 3.988
CharlotteHarbor 494 F 3  2 2.988
CharlotteHarbor 292 F 1  0 0.988
CharlotteHarbor 292 F 1  0 0.988
CharlotteHarbor 285 F 1  0 0.988
IndianRiver     351 F 1  0 0.994
IndianRiver     381 F 2  1 1.994
IndianRiver     346 F 2  1 1.994
IndianRiver     399 F 2  1 1.994
IndianRiver     564 F 3  2 2.994
IndianRiver     407 F 2  1 1.994
IndianRiver     381 F 2  1 1.994
IndianRiver     382 F 2  1 1.994
IndianRiver     411 F 2  1 1.994
IndianRiver     363 F 1  0 0.994
IndianRiver     383 F 2  1 1.994
IndianRiver     385 F 2  1 1.994
IndianRiver     463 F 2  1 1.994
IndianRiver     390 F 2  1 1.994
IndianRiver     376 F 3  2 2.994
IndianRiver     374 F 1  0 0.994
IndianRiver     339 F 1  0 0.994
IndianRiver     402 F 2  1 1.994
IndianRiver     443 F 2  1 1.994
IndianRiver     366 F 2  1 1.994
IndianRiver     405 F 2  1 1.994
IndianRiver     392 F 2  1 1.994
IndianRiver     363 F 2  1 1.994
IndianRiver     343 F 1  0 0.994
IndianRiver     383 F 2  1 1.994
IndianRiver     355 F 2  1 1.994
IndianRiver     777 F 6  5 5.994
IndianRiver     349 F 2  1 1.994
IndianRiver     416 F 2  1 1.994
IndianRiver     345 F 1  0 0.994
IndianRiver     473 F 2  1 1.994
IndianRiver     407 F 2  1 1.994
IndianRiver     328 F 1  0 0.994
IndianRiver     520 F 2  1 1.994
IndianRiver     499 F 3  2 2.994
IndianRiver     448 F 2  1 1.994
IndianRiver     501 F 2  1 1.994
IndianRiver     430 F 2  1 1.994
IndianRiver     486 F 2  1 1.994
IndianRiver     656 F 3  2 2.994
IndianRiver     636 F 3  2 2.994
IndianRiver     313 F 1  0 0.994
IndianRiver     572 F 3  2 2.994
IndianRiver     796 F 7  6 6.994
IndianRiver     463 F 2  1 1.994
IndianRiver     457 F 2  1 1.994
IndianRiver     330 F 1  0 0.994
IndianRiver     326 F 1  0 0.994
IndianRiver     524 F 2  1 1.994
IndianRiver     596 F 3  2 2.994
IndianRiver     306 F 1  0 0.994
IndianRiver     458 F 2  1 1.994
IndianRiver     349 F 1  0 0.994
IndianRiver     488 F 2  1 1.994
IndianRiver     495 F 2  1 1.994
IndianRiver     299 F 1  0 0.994
IndianRiver     417 F 2  2 2.068
IndianRiver     311 F 1  1 1.068
IndianRiver     350 F 1  1 1.068
IndianRiver     664 F 3  3 3.068
IndianRiver     467 F 2  2 2.068
IndianRiver     343 F 1  1 1.068
IndianRiver     471 F 2  2 2.068
IndianRiver     359 F 2  2 2.068
IndianRiver     718 F 4  4 4.068
IndianRiver     502 F 2  2 2.068
IndianRiver     360 F 1  1 1.068
IndianRiver     564 F 3  3 3.068
IndianRiver     398 F 1  1 1.068
IndianRiver     371 F 1  1 1.068
IndianRiver     383 F 2  2 2.068
IndianRiver     326 F 1  1 1.068
IndianRiver     351 F 1  1 1.068
IndianRiver     351 F 1  1 1.068
IndianRiver     329 F 1  1 1.068
IndianRiver     347 F 1  1 1.068
IndianRiver     321 F 1  1 1.068
IndianRiver     326 F 1  1 1.068
IndianRiver     334 F 1  1 1.068
IndianRiver     327 F 1  1 1.068
IndianRiver     334 F 1  1 1.068
IndianRiver     299 F 1  1 1.068
IndianRiver     375 F 2  2 2.068
IndianRiver     292 F 1  1 1.068
IndianRiver     397 F 2  2 2.068
IndianRiver     652 F 6  6 6.068
IndianRiver     416 F 2  2 2.068
IndianRiver     416 F 2  2 2.071
IndianRiver     417 F 2  2 2.071
IndianRiver     493 F 2  2 2.071
IndianRiver     403 F 2  2 2.071
IndianRiver     422 F 2  2 2.071
IndianRiver     426 F 2  2 2.071
IndianRiver     421 F 2  2 2.071
IndianRiver     424 F 2  2 2.071
IndianRiver     481 F 3  3 3.071
IndianRiver     621 F 3  3 3.071
IndianRiver     582 F 3  3 3.071
IndianRiver     573 F 2  2 2.071
IndianRiver     512 F 3  3 3.071
IndianRiver     501 F 2  2 2.071
IndianRiver     529 F 2  2 2.071
IndianRiver     607 F 4  4 4.071
IndianRiver     472 F 3  3 3.071
IndianRiver     560 F 3  3 3.071
IndianRiver     491 F 2  2 2.071
IndianRiver     511 F 2  2 2.071
IndianRiver     402 F 2  2 2.071
IndianRiver     545 F 2  2 2.071
IndianRiver     467 F 2  2 2.071
IndianRiver     294 F 1  1 1.071
IndianRiver     507 F 2  2 2.071
IndianRiver     532 F 3  3 3.071
CharlotteHarbor 372 F 2  2 2.104
CharlotteHarbor 400 F 2  2 2.104
CharlotteHarbor 431 F 2  2 2.104
CharlotteHarbor 355 F 2  2 2.104
CharlotteHarbor 376 F 2  2 2.104
CharlotteHarbor 356 F 2  2 2.104
CharlotteHarbor 418 F 2  2 2.104
CharlotteHarbor 401 F 2  2 2.104
CharlotteHarbor 387 F 2  2 2.104
CharlotteHarbor 662 F 5  5 5.104
CharlotteHarbor 335 F 2  2 2.104
CharlotteHarbor 383 F 2  2 2.104
CharlotteHarbor 361 F 2  2 2.104
CharlotteHarbor 412 F 2  2 2.104
CharlotteHarbor 590 F 4  4 4.104
CharlotteHarbor 403 F 2  2 2.104
CharlotteHarbor 374 F 2  2 2.104
CharlotteHarbor 311 F 1  1 1.104
CharlotteHarbor 492 F 3  3 3.104
CharlotteHarbor 336 F 2  2 2.104
CharlotteHarbor 490 F 3  3 3.104
CharlotteHarbor 651 F 5  5 5.104
CharlotteHarbor 363 F 2  2 2.104
CharlotteHarbor 379 F 2  2 2.104
CharlotteHarbor 381 F 2  2 2.104
CharlotteHarbor 470 F 3  3 3.104
CharlotteHarbor 436 F 3  3 3.104
CharlotteHarbor 343 F 2  2 2.104
CharlotteHarbor 411 F 2  2 2.104
CharlotteHarbor 314 F 2  2 2.104
CharlotteHarbor 312 F 2  2 2.104
CharlotteHarbor 304 F 1  1 1.104
CharlotteHarbor 407 F 2  2 2.104
CharlotteHarbor 435 F 2  2 2.104
CharlotteHarbor 348 F 2  2 2.104
CharlotteHarbor 343 F 2  2 2.104
CharlotteHarbor 348 F 1  1 1.104
CharlotteHarbor 457 F 3  3 3.104
CharlotteHarbor 461 F 2  2 2.104
CharlotteHarbor 298 F 1  1 1.104
CharlotteHarbor 290 F 1  1 1.104
CharlotteHarbor 296 F 1  1 1.104
CharlotteHarbor 293 F 1  1 1.104
CharlotteHarbor 293 F 1  1 1.104
CharlotteHarbor 285 F 1  1 1.104
CharlotteHarbor 296 F 1  1 1.104
CharlotteHarbor 287 F 1  1 1.104
CharlotteHarbor 297 F 1  1 1.104
CharlotteHarbor 297 F 1  1 1.104
CharlotteHarbor 291 F 1  1 1.104
CharlotteHarbor 602 F 5  5 5.104
CharlotteHarbor 537 F 4  4 4.104
CharlotteHarbor 453 F 2  2 2.104
CharlotteHarbor 307 F 1  1 1.151
CharlotteHarbor 347 F 1  1 1.151
CharlotteHarbor 387 F 2  2 2.151
CharlotteHarbor 347 F 1  1 1.151
CharlotteHarbor 340 F 2  2 2.151
CharlotteHarbor 350 F 1  1 1.151
CharlotteHarbor 338 F 2  2 2.151
CharlotteHarbor 338 F 1  1 1.151
CharlotteHarbor 337 F 1  1 1.151
CharlotteHarbor 408 F 2  2 2.151
CharlotteHarbor 317 F 1  1 1.151
CharlotteHarbor 373 F 2  2 2.151
CharlotteHarbor 349 F 1  1 1.151
CharlotteHarbor 329 F 1  1 1.151
CharlotteHarbor 366 F 2  2 2.151
CharlotteHarbor 392 F 2  2 2.151
CharlotteHarbor 379 F 2  2 2.151
CharlotteHarbor 351 F 2  2 2.151
CharlotteHarbor 369 F 2  2 2.151
CharlotteHarbor 394 F 2  2 2.151
CharlotteHarbor 376 F 1  1 1.151
CharlotteHarbor 614 F 6  6 6.151
CharlotteHarbor 487 F 2  2 2.151
CharlotteHarbor 494 F 4  4 4.151
CharlotteHarbor 291 F 1  1 1.151
CharlotteHarbor 466 F 2  2 2.151
CharlotteHarbor 528 F 4  4 4.151
CharlotteHarbor 295 F 1  1 1.151
CharlotteHarbor 455 F 2  2 2.151
CharlotteHarbor 492 F 3  3 3.151
CharlotteHarbor 557 F 4  4 4.151
CharlotteHarbor 297 F 1  1 1.151
CharlotteHarbor 294 F 1  1 1.151
CharlotteHarbor 288 F 1  1 1.151
CharlotteHarbor 293 F 1  1 1.151
CharlotteHarbor 412 F 2  2 2.151
CharlotteHarbor 453 F 2  2 2.151
CharlotteHarbor 442 F 2  2 2.151
CharlotteHarbor 285 F 1  1 1.151
CharlotteHarbor 292 F 1  1 1.151
IndianRiver     366 F 2  2 2.183
IndianRiver     410 F 2  2 2.183
IndianRiver     444 F 2  2 2.183
IndianRiver     365 F 2  2 2.183
IndianRiver     415 F 2  2 2.183
IndianRiver     420 F 2  2 2.183
IndianRiver     425 F 2  2 2.183
IndianRiver     448 F 2  2 2.183
IndianRiver     397 F 2  2 2.183
IndianRiver      NA F 2  2 2.183
IndianRiver     385 F 2  2 2.183
IndianRiver     365 F 2  2 2.183
IndianRiver     405 F 2  2 2.183
IndianRiver     382 F 2  2 2.183
IndianRiver     615 F 3  3 3.183
IndianRiver     347 F 1  1 1.183
IndianRiver     358 F 1  1 1.183
IndianRiver     406 F 2  2 2.183
IndianRiver     348 F 1  1 1.183
IndianRiver     311 F 1  1 1.183
IndianRiver     348 F 1  1 1.183
IndianRiver     762 F 5  5 5.183
IndianRiver     764 F 6  6 6.183
IndianRiver     508 F 2  2 2.183
IndianRiver     337 F 1  1 1.183
IndianRiver     338 F 1  1 1.183
IndianRiver     411 F 2  2 2.183
IndianRiver     566 F 2  2 2.183
IndianRiver     408 F 2  2 2.183
IndianRiver     336 F 1  1 1.183
IndianRiver     476 F 2  2 2.183
IndianRiver     494 F 2  2 2.183
IndianRiver     339 F 1  1 1.183
IndianRiver     334 F 1  1 1.183
IndianRiver     331 F 1  1 1.183
IndianRiver     336 F 1  1 1.183
IndianRiver     339 F 1  1 1.183
IndianRiver     471 F 2  2 2.183
IndianRiver     636 F 3  3 3.183
IndianRiver     476 F 2  2 2.183
IndianRiver     498 F 2  2 2.183
IndianRiver     341 F 1  1 1.183
IndianRiver     326 F 1  1 1.183
IndianRiver     470 F 3  3 3.183
IndianRiver     458 F 2  2 2.183
IndianRiver     542 F 3  3 3.183
IndianRiver     490 F 2  2 2.183
IndianRiver     490 F 3  3 3.183
IndianRiver     505 F 3  3 3.183
IndianRiver     498 F 2  2 2.183
IndianRiver     504 F 3  3 3.183
IndianRiver     505 F 2  2 2.183
IndianRiver     502 F 4  4 4.183
IndianRiver     542 F 2  2 2.183
IndianRiver     525 F 3  3 3.183
IndianRiver     535 F 4  4 4.183
IndianRiver     511 F 3  3 3.183
CharlotteHarbor 520 F 2  2 2.266
CharlotteHarbor 500 F 3  3 3.266
CharlotteHarbor 452 F 2  2 2.266
CharlotteHarbor 504 F 3  3 3.266
CharlotteHarbor 457 F 2  2 2.266
CharlotteHarbor 378 F 2  2 2.266
CharlotteHarbor 327 F 1  1 1.266
CharlotteHarbor 377 F 2  2 2.266
CharlotteHarbor 320 F 1  1 1.266
CharlotteHarbor 346 F 2  2 2.266
CharlotteHarbor 347 F 2  2 2.266
CharlotteHarbor 342 F 1  1 1.266
CharlotteHarbor 344 F 2  2 2.266
CharlotteHarbor 383 F 2  2 2.266
CharlotteHarbor 367 F 2  2 2.266
CharlotteHarbor 328 F 1  1 1.266
CharlotteHarbor 599 F 5  5 5.266
CharlotteHarbor 294 F 1  1 1.266
CharlotteHarbor 418 F 2  2 2.266
CharlotteHarbor 332 F 1  1 1.266
CharlotteHarbor 346 F 1  1 1.266
CharlotteHarbor 342 F 1  1 1.266
CharlotteHarbor 581 F 3  3 3.266
CharlotteHarbor 371 F 2  2 2.266
CharlotteHarbor 365 F 2  2 2.266
CharlotteHarbor 394 F 2  2 2.266
CharlotteHarbor 318 F 1  1 1.266
CharlotteHarbor 353 F 1  1 1.266
CharlotteHarbor 413 F 2  2 2.266
CharlotteHarbor 396 F 2  2 2.266
CharlotteHarbor 377 F 1  1 1.266
CharlotteHarbor 364 F 1  1 1.266
CharlotteHarbor 389 F 1  1 1.266
CharlotteHarbor 368 F 1  1 1.266
CharlotteHarbor 434 F 2  2 2.266
CharlotteHarbor 464 F 3  3 3.266
CharlotteHarbor 448 F 2  2 2.266
CharlotteHarbor 405 F 2  2 2.266
CharlotteHarbor 635 F 5  5 5.266
CharlotteHarbor 427 F 3  3 3.266
CharlotteHarbor 424 F 3  3 3.266
CharlotteHarbor 401 F 2  2 2.266
CharlotteHarbor 447 F 3  3 3.266
CharlotteHarbor 406 F 2  2 2.266
CharlotteHarbor 459 F 3  3 3.266
CharlotteHarbor 458 F 3  3 3.266
CharlotteHarbor 448 F 3  3 3.266
CharlotteHarbor 476 F 2  2 2.266
CharlotteHarbor 453 F 2  2 2.266
CharlotteHarbor 476 F 3  3 3.266
IndianRiver     439 F 1  1 1.279
IndianRiver     342 F 1  1 1.279
IndianRiver     397 F 1  1 1.279
IndianRiver     371 F 1  1 1.279
IndianRiver     359 F 1  1 1.279
IndianRiver     410 F 1  1 1.279
IndianRiver     383 F 1  1 1.279
IndianRiver     385 F 2  2 2.279
IndianRiver     377 F 1  1 1.279
IndianRiver     394 F 1  1 1.279
IndianRiver     360 F 1  1 1.279
IndianRiver     382 F 1  1 1.279
IndianRiver     382 F 1  1 1.279
IndianRiver     489 F 2  2 2.279
IndianRiver     431 F 1  1 1.279
IndianRiver     437 F 2  2 2.279
IndianRiver     326 F 1  1 1.279
IndianRiver     344 F 1  1 1.279
IndianRiver     343 F 1  1 1.279
IndianRiver     334 F 1  1 1.279
IndianRiver     339 F 1  1 1.279
IndianRiver     334 F 1  1 1.279
IndianRiver     330 F 1  1 1.279
IndianRiver     342 F 1  1 1.279
IndianRiver     331 F 1  1 1.279
IndianRiver     402 F 1  1 1.279
IndianRiver     640 F 3  3 3.279
IndianRiver     499 F 2  2 2.279
IndianRiver     298 F 1  1 1.279
IndianRiver     665 F 3  3 3.279
IndianRiver     335 F 1  1 1.279
IndianRiver     418 F 1  1 1.279
CharlotteHarbor 503 F 2  2 2.364
CharlotteHarbor 558 F 4  4 4.364
CharlotteHarbor 548 F 5  5 5.364
CharlotteHarbor 476 F 2  2 2.364
CharlotteHarbor 356 F 1  1 1.364
CharlotteHarbor 362 F 2  2 2.364
CharlotteHarbor 352 F 1  1 1.364
CharlotteHarbor 358 F 1  1 1.364
CharlotteHarbor 360 F 1  1 1.364
CharlotteHarbor 358 F 1  1 1.364
CharlotteHarbor 325 F 1  1 1.364
CharlotteHarbor 301 F 1  1 1.364
CharlotteHarbor 333 F 1  1 1.364
CharlotteHarbor 332 F 1  1 1.364
CharlotteHarbor 394 F 1  1 1.364
CharlotteHarbor 331 F 1  1 1.364
CharlotteHarbor 312 F 1  1 1.364
CharlotteHarbor 300 F 1  1 1.364
CharlotteHarbor 300 F 1  1 1.364
CharlotteHarbor 336 F 1  1 1.364
CharlotteHarbor 388 F 1  1 1.364
CharlotteHarbor 358 F 1  1 1.364
CharlotteHarbor 373 F 1  1 1.364
CharlotteHarbor 427 F 2  2 2.364
CharlotteHarbor 457 F 2  2 2.364
CharlotteHarbor 432 F 1  1 1.364
CharlotteHarbor 507 F 2  2 2.364
CharlotteHarbor 576 F 3  3 3.364
CharlotteHarbor 435 F 2  2 2.364
CharlotteHarbor 432 F 2  2 2.364
CharlotteHarbor 450 F 2  2 2.364
CharlotteHarbor 426 F 2  2 2.364
CharlotteHarbor 502 F 3  3 3.364
CharlotteHarbor 452 F 2  2 2.364
CharlotteHarbor 429 F 3  3 3.364
CharlotteHarbor 443 F 2  2 2.364
CharlotteHarbor 462 F 2  2 2.364
CharlotteHarbor 420 F 1  1 1.364
CharlotteHarbor 471 F 2  2 2.364
CharlotteHarbor 430 F 2  2 2.364
CharlotteHarbor 423 F 2  2 2.364
CharlotteHarbor 565 F 4  4 4.364
CharlotteHarbor 464 F 2  2 2.364
CharlotteHarbor 464 F 2  2 2.364
CharlotteHarbor 464 F 2  2 2.364
CharlotteHarbor 508 F 3  3 3.435
CharlotteHarbor 473 F 3  3 3.435
CharlotteHarbor 459 F 2  2 2.435
