Lake	Date	Rep	Effort	Species	TL	TLe	Wt	Wte
CRO	2/1/02	15	20	LMB	313	12.32283465	557.862797	1.22987548
CRO	2/1/02	15	20	LMB	377	14.84251969	951.9552208	2.098699519
CRO	2/1/02	15	20	LMB	326	12.83464567	491.2870134	1.083101175
CRO	2/1/02	15	20	LMB	282	11.1023622	390.4273671	0.860743982
CRO	2/1/02	15	20	LMB	296	11.65354331	400.5047297	0.882960737
CRO	2/1/02	15	20	LMB	292	11.49606299	370.2623387	0.816287757
CRO	2/1/02	15	20	LMB	247	9.724409449	149.9523138	0.33058787
CRO	2/1/02	15	20	LMB	333	13.11023622	627.2318202	1.382807815
CRO	2/1/02	15	20	LMB	253	9.960629921	218.3102281	0.481291095
CRO	2/1/02	15	20	LMB	240	9.448818898	219.4243113	0.483747225
CRO	2/1/02	15	20	LMB	219	8.622047244	190.2664312	0.41946518
CRO	2/1/02	16	20	LMB	198	7.795275591	101.8097049	0.224451712
CRO	2/1/02	16	20	LMB	146	5.748031496	47.503613	0.104727415
CRO	2/1/02	16	20	LMB	233	9.173228346	190.1951498	0.419308031
CRO	2/1/02	16	20	LMB	323	12.71653543	461.9962144	1.018526094
CRO	2/1/02	16	20	LMB	365	14.37007874	356.4066949	0.785741328
CRO	2/1/02	16	20	LMB	306	12.04724409	532.2067417	1.173313627
CRO	2/1/02	16	20	LMB	250	9.842519685	316.7075268	0.698219748
CRO	2/1/02	16	20	LMB	216	8.503937008	149.2916517	0.329131361
CRO	2/1/02	16	20	LMB	304	11.96850394	382.0614835	0.842300388
CRO	2/1/02	16	20	LMB	305	12.00787402	392.8971083	0.866188823
CRO	2/1/02	16	20	LMB	279	10.98425197	280.6349655	0.618693458
CRO	2/1/02	16	20	LMB	255	10.03937008	302.6512426	0.667230982
CRO	2/1/02	16	20	LMB	172	6.771653543	71.58422023	0.157816004
CRO	2/1/02	16	20	LMB	117	4.606299213	33.07287645	0.072913125
CRO	2/1/02	16	20	LMB	140	5.511811024	32.85933229	0.072442341
CRO	2/1/02	16	20	LMB	311	12.24409449	464.5773318	1.024216477
CRO	2/1/02	17	20	LMB	370	14.56692913	940.2820974	2.072964718
CRO	2/1/02	17	20	LMB	304	11.96850394	413.6906127	0.912030599
CRO	2/1/02	17	20	LMB	307	12.08661417	481.3919418	1.061286303
CRO	2/1/02	17	20	LMB	283	11.14173228	317.0072696	0.698880567
CRO	2/1/02	17	20	LMB	283	11.14173228	313.8818563	0.691990218
CRO	2/1/02	17	20	LMB	136	5.354330709	35.08581701	0.077350894
CRO	2/1/02	17	20	LMB	138	5.433070866	31.07484789	0.068508231
CRO	2/1/02	17	20	LMB	136	5.354330709	25.0508031	0.055227502
CRO	2/1/02	17	20	LMB	235	9.251968504	174.8314129	0.38543683
CRO	2/1/02	17	20	LMB	125	4.921259843	33.25348901	0.073311307
CRO	2/1/02	17	20	LMB	122	4.803149606	16.46333131	0.036295389
CRO	2/1/02	18	20	LMB	340	13.38582677	638.2492655	1.407097096
CRO	2/1/02	18	20	LMB	160	6.299212598	48.19385372	0.106249134
CRO	2/1/02	18	20	LMB	292	11.49606299	368.5609231	0.812536782
CRO	2/1/02	18	20	LMB	334	13.1496063	629.0842122	1.386891636
CRO	2/1/02	18	20	LMB	302	11.88976378	312.5883604	0.689138551
CRO	2/1/02	18	20	LMB	163	6.417322835	63.78932182	0.140631215
CRO	2/1/02	18	20	LMB	304	11.96850394	373.9170869	0.824345088
CRO	2/1/02	18	20	LMB	345	13.58267717	403.8349092	0.890302517
CRO	2/1/02	18	20	LMB	237	9.330708661	218.0115247	0.480632568
DIS	3/22/02	1	20	LMB	175	6.88976378	63.33954933	0.139639637
DIS	3/22/02	1	20	LMB	169	6.653543307	72.46750125	0.159763303
DIS	3/22/02	2	20	LMB	397	15.62992126	884.8602523	1.950780609
DIS	3/22/02	2	20	LMB	287	11.2992126	425.5987185	0.938283447
DIS	3/22/02	2	20	LMB	184	7.244094488	72.52729123	0.159895117
DIS	3/22/02	2	20	LMB	173	6.811023622	92.54872067	0.204034761
DIS	3/22/02	2	20	LMB	159	6.25984252	72.82866077	0.160559522
DIS	3/22/02	3	20	LMB	259	10.19685039	221.5592696	0.488453997
DIS	3/22/02	3	20	LMB	160	6.299212598	49.34614347	0.108789495
DIS	3/22/02	3	20	LMB	325	12.79527559	357.2969015	0.787703895
DIS	3/22/02	3	20	LMB	204	8.031496063	153.2623229	0.337885182
DIS	3/22/02	3	20	LMB	186	7.322834646	93.68417766	0.206538012
DIS	3/22/02	3	20	LMB	287	11.2992126	297.6052576	0.656106503
DIS	3/22/02	3	20	LMB	442	17.4015748	1327.501758	2.926636925
DIS	3/22/02	4	20	LMB	343	13.50393701	433.9507316	0.956696462
DIS	3/22/02	4	20	LMB	406	15.98425197	1116.596936	2.461671937
DIS	3/22/02	4	20	LMB	209	8.228346457	123.9756962	0.273319299
DIS	3/22/02	4	20	LMB	166	6.535433071	62.83649213	0.138530587
DIS	3/22/02	5	20	LMB	553	21.77165354	1855.827438	4.091394287
DIS	3/22/02	5	20	LMB	494	19.4488189	2189.857765	4.827804227
DIS	3/22/02	5	20	LMB	287	11.2992126	263.5692473	0.581070034
DIS	3/22/02	5	20	LMB	315	12.4015748	362.9105122	0.800079773
DIS	3/22/02	5	20	LMB	389	15.31496063	884.545837	1.950087443
DIS	3/22/02	5	20	LMB	180	7.086614173	86.30784549	0.190276002
DIS	3/22/02	5	20	LMB	510	20.07874016	1874.654508	4.132900822
DIS	3/22/02	5	20	LMB	182	7.165354331	97.17893664	0.214242627
DIS	3/22/02	5	20	LMB	173	6.811023622	73.80105473	0.162703281
DIS	3/22/02	6	20	LMB	495	19.48818898	1990.223671	4.38768691
DIS	3/22/02	6	20	LMB	492	19.37007874	1820.063601	4.012548617
DIS	3/22/02	6	20	LMB	374	14.72440945	852.4047975	1.879228665
DIS	3/22/02	6	20	LMB	184	7.244094488	94.88986168	0.209196087
DIS	3/22/02	6	20	LMB	291	11.45669291	321.4988597	0.708782816
DIS	3/22/02	7	20	LMB	276	10.86614173	357.2007773	0.787491978
DIS	3/22/02	7	20	LMB	167	6.57480315	60.29515248	0.132927899
DIS	3/22/02	7	20	LMB	265	10.43307087	326.4993712	0.719807044
DIS	3/22/02	8	20	LMB	339	13.34645669	511.5580355	1.127791076
DIS	3/22/02	8	20	LMB	351	13.81889764	552.7701379	1.218648102
DIS	3/22/02	8	20	LMB	280	11.02362205	260.5787504	0.574477125
DIS	3/22/02	8	20	LMB	231	9.094488189	123.1338593	0.271463369
DIS	3/22/02	8	20	LMB	266	10.47244094	247.1386395	0.544846787
DIS	3/22/02	8	20	LMB	163	6.417322835	24.91397663	0.054925851
DIS	3/22/02	8	20	LMB	306	12.04724409	569.2806942	1.255047604
DIS	3/22/02	8	20	LMB	178	7.007874016	84.24593729	0.185730278
DIS	3/24/02	1	20	LMB	461	18.1496063	1535.486693	3.385164674
DIS	3/24/02	1	20	LMB	382	15.03937008	1078.263838	2.377162023
DIS	3/24/02	1	20	LMB	176	6.929133858	66.23219759	0.146016827
DIS	3/24/02	2	20	LMB	589	23.18897638	2931.637981	6.463147726
DIS	3/24/02	2	20	LMB	195	7.677165354	119.369337	0.263164028
DIS	3/24/02	2	20	LMB	359	14.13385827	713.4665522	1.57292263
DIS	3/24/02	3	20	LMB	572	22.51968504	3666.458415	8.083147551
DIS	3/24/02	3	20	LMB	207	8.149606299	83.07132946	0.183140714
DIS	3/24/02	3	20	LMB	382	15.03937008	796.9813613	1.757041049
DIS	3/24/02	3	20	LMB	188	7.401574803	90.86013018	0.20031206
DIS	3/24/02	4	20	LMB	164	6.456692913	52.18711856	0.115052765
DIS	3/24/02	4	20	LMB	192	7.559055118	100.8789252	0.222399696
DIS	3/24/02	5	20	LMB	336	13.22834646	551.6625565	1.216206305
DIS	3/24/02	5	20	LMB	383	15.07874016	1001.954144	2.208928145
DIS	3/24/02	5	20	LMB	167	6.57480315	65.9731788	0.145445789
DIS	3/24/02	5	20	LMB	268	10.5511811	293.5496932	0.647165525
DIS	3/24/02	6	20	LMB	199	7.834645669	120.6334261	0.265950864
DIS	3/24/02	7	20	LMB	419	16.49606299	1306.376366	2.880063464
DIS	3/24/02	7	20	LMB	386	15.19685039	887.7816321	1.957221142
DIS	3/24/02	7	20	LMB	196	7.716535433	95.91727579	0.211461145
DIS	3/24/02	7	20	LMB	185	7.283464567	98.75503015	0.217717315
DIS	3/24/02	7	20	LMB	191	7.519685039	93.77378777	0.206735568
DIS	3/24/02	7	20	LMB	152	5.984251969	36.81385601	0.081160563
DIS	3/24/02	8	20	LMB	451	17.75590551	1686.23203	3.717500857
DIS	3/24/02	8	20	LMB	256	10.07874016	299.6633157	0.660643739
DIS	3/24/02	9	20	LMB	333	13.11023622	509.4850815	1.123221
DIS	3/24/02	10	20	LMB	478	18.81889764	2233.706385	4.924473771
DIS	3/24/02	10	20	LMB	439	17.28346457	1510.466515	3.330004688
DIS	3/24/02	10	20	LMB	440	17.32283465	1665.464091	3.671715444
DIS	3/24/02	10	20	LMB	221	8.700787402	104.0940346	0.229487791
DIS	3/24/02	11	20	LMB	436	17.16535433	1143.979141	2.522039293
DIS	3/24/02	11	20	LMB	171	6.732283465	66.99997739	0.14770949
DIS	3/24/02	11	20	LMB	344	13.54330709	508.4757022	1.120995703
DIS	3/24/02	12	20	LMB	365	14.37007874	808.9717418	1.783475281
DIS	3/24/02	12	20	LMB	417	16.41732283	737.3922701	1.625669747
DIS	3/24/02	13	20	LMB	350	13.77952756	717.7241859	1.582309095
DIS	3/24/02	13	20	LMB	180	7.086614173	76.99033739	0.169734438
DIS	3/24/02	13	20	LMB	370	14.56692913	845.6548499	1.864347595
DIS	3/24/02	13	20	LMB	259	10.19685039	130.7318827	0.288214123
DIS	3/24/02	13	20	LMB	249	9.803149606	200.3424898	0.44167906
DIS	3/24/02	15	20	LMB	465	18.30708661	1607.345148	3.54358526
DIS	3/24/02	15	20	LMB	396	15.59055118	695.762055	1.533890942
DIS	3/24/02	15	20	LMB	287	11.2992126	229.5712295	0.506117324
DIS	3/24/02	16	20	LMB	403	15.86614173	990.6469879	2.184000163
DIS	3/24/02	16	20	LMB	165	6.496062992	57.57501625	0.126931032
DIS	3/24/02	16	20	LMB	420	16.53543307	1080.185909	2.381399459
DIS	3/29/02	1	20	LMB	273	10.7480315	283.2347146	0.624424917
DIS	3/29/02	1	20	LMB	373	14.68503937	624.6934856	1.377211752
DIS	3/29/02	1	20	LMB	252	9.921259843	261.4591912	0.576418162
DIS	3/29/02	1	20	LMB	197	7.755905512	132.3571523	0.291797225
DIS	3/29/02	1	20	LMB	182	7.165354331	97.22332302	0.214340482
DIS	3/29/02	2	20	LMB	499	19.64566929	1508.996264	3.326763344
DIS	3/29/02	2	20	LMB	374	14.72440945	834.7743825	1.840360299
DIS	3/29/02	2	20	LMB	323	12.71653543	432.9380737	0.954463936
DIS	3/29/02	2	20	LMB	161	6.338582677	57.17142457	0.126041266
DIS	3/29/02	2	20	LMB	291	11.45669291	301.160561	0.663944596
DIS	3/29/02	2	20	LMB	306	12.04724409	425.2591214	0.937534764
DIS	3/29/02	2	20	LMB	181	7.125984252	81.09901487	0.17879251
DIS	3/29/02	2	20	LMB	303	11.92913386	426.5575111	0.94039722
DIS	3/29/02	3	20	LMB	499	19.64566929	1423.87977	3.139113818
DIS	3/29/02	3	20	LMB	285	11.22047244	311.6013028	0.686962464
DIS	3/29/02	3	20	LMB	312	12.28346457	317.2885592	0.699500703
DIS	3/29/02	3	20	LMB	185	7.283464567	84.3742966	0.186013262
DIS	3/29/02	3	20	LMB	184	7.244094488	87.96316843	0.19392536
DIS	3/29/02	4	20	LMB	361	14.21259843	391.1630272	0.862365833
DIS	3/29/02	4	20	LMB	279	10.98425197	322.6733394	0.711372098
DIS	3/29/02	4	20	LMB	295	11.61417323	375.5745243	0.827999108
DIS	3/29/02	4	20	LMB	290	11.41732283	451.9857509	0.996456826
DIS	3/29/02	5	20	LMB	293	11.53543307	227.5991782	0.5017697
DIS	3/29/02	5	20	LMB	359	14.13385827	976.9050853	2.153704489
DIS	3/29/02	5	20	LMB	282	11.1023622	358.6256636	0.790633311
DIS	3/29/02	5	20	LMB	312	12.28346457	396.2431336	0.873565537
DIS	3/29/02	5	20	LMB	332	13.07086614	450.6606264	0.99353543
DIS	3/29/02	5	20	LMB	217	8.543307087	122.6147528	0.270318936
DIS	3/29/02	5	20	LMB	178	7.007874016	83.83294733	0.184819792
DIS	3/29/02	5	20	LMB	171	6.732283465	82.80035251	0.182543313
DIS	3/29/02	6	20	LMB	507	19.96062992	2100.770716	4.631401137
DIS	3/29/02	6	20	LMB	389	15.31496063	649.3391244	1.43154602
DIS	3/29/02	6	20	LMB	285	11.22047244	206.3155211	0.454847324
DIS	3/29/02	6	20	LMB	327	12.87401575	736.8013688	1.624367034
DIS	3/29/02	6	20	LMB	183	7.204724409	72.65091239	0.160167654
DIS	3/29/02	7	20	LMB	432	17.00787402	1288.201524	2.839994845
DIS	3/29/02	7	20	LMB	396	15.59055118	1135.52333	2.503397443
DIS	3/29/02	7	20	LMB	299	11.77165354	418.6062585	0.92286773
DIS	3/29/02	7	20	LMB	328	12.91338583	467.0002301	1.029558047
DIS	3/29/02	7	20	LMB	279	10.98425197	379.4344994	0.836508886
DIS	3/29/02	7	20	LMB	165	6.496062992	71.07417069	0.156691538
DIS	3/29/02	7	20	LMB	196	7.716535433	74.28129689	0.163762033
DIS	3/29/02	8	20	LMB	319	12.55905512	620.6768997	1.368356707
DIS	3/29/02	8	20	LMB	332	13.07086614	395.9282959	0.87287144
DIS	3/29/02	8	20	LMB	312	12.28346457	402.1687275	0.88662922
DIS	3/29/02	8	20	LMB	196	7.716535433	98.24116348	0.216584434
DIS	3/29/02	8	20	LMB	286	11.25984252	369.5609553	0.814741473
DIS	3/29/02	8	20	LMB	232	9.133858268	177.2591911	0.390789158
DIS	3/29/02	8	20	LMB	202	7.952755906	76.70936094	0.169114991
DIS	3/29/02	9	20	LMB	407	16.02362205	770.8740758	1.699484405
DIS	3/29/02	9	20	LMB	304	11.96850394	417.9914434	0.921512296
DIS	3/29/02	9	20	LMB	158	6.220472441	54.67284363	0.120532845
DIS	3/29/02	9	20	LMB	263	10.35433071	240.5818115	0.530391473
DIS	3/29/02	9	20	LMB	197	7.755905512	96.25257558	0.212200353
DIS	3/29/02	10	20	LMB	412	16.22047244	783.7406185	1.727850242
DIS	3/29/02	10	20	LMB	417	16.41732283	712.9890834	1.571869993
DIS	3/29/02	10	20	LMB	300	11.81102362	276.3386058	0.609221617
DIS	3/29/02	10	20	LMB	209	8.228346457	116.7386944	0.257364461
DIS	3/29/02	10	20	LMB	323	12.71653543	401.8700629	0.885970778
DIS	3/29/02	10	20	LMB	164	6.456692913	64.87707346	0.143029294
DIS	3/29/02	10	20	LMB	184	7.244094488	92.70030156	0.204368939
DIS	3/29/02	10	20	LMB	202	7.952755906	109.189739	0.240721883
DIS	3/29/02	10	20	LMB	245	9.645669291	228.5110154	0.503779955
DIS	3/29/02	11	20	LMB	297	11.69291339	290.6606999	0.640796392
DIS	3/29/02	12	20	LMB	389	15.31496063	973.5396569	2.146284998
DIS	3/29/02	12	20	LMB	292	11.49606299	436.5738387	0.962479416
DIS	3/29/02	12	20	LMB	148	5.826771654	40.19362312	0.088611665
DIS	3/29/02	13	20	LMB	278	10.94488189	304.5113917	0.671331904
DIS	3/29/02	13	20	LMB	348	13.7007874	390.6698433	0.86127855
DIS	3/29/02	14	20	LMB	287	11.2992126	426.5337938	0.940344933
DIS	3/29/02	15	20	LMB	369	14.52755906	862.1795007	1.900778171
DIS	3/29/02	15	20	LMB	300	11.81102362	392.7714811	0.865911863
DIS	3/29/02	15	20	LMB	257	10.11811024	281.2173909	0.619977484
DIS	3/29/02	16	20	LMB	249	9.803149606	137.6808347	0.303533922
DIS	3/29/02	16	20	LMB	163	6.417322835	56.54528651	0.12466087
DIS	3/29/02	17	20	LMB	349	13.74015748	746.7578363	1.646317261
DIS	3/29/02	17	20	LMB	333	13.11023622	531.7991615	1.172415067
DIS	3/29/02	17	20	LMB	177	6.968503937	62.95737241	0.138797082
DIS	3/29/02	17	20	LMB	183	7.204724409	78.66964153	0.173436665
DIS	3/29/02	17	20	LMB	182	7.165354331	58.29492713	0.128518162
